ee-action={'ee.x': 0.19836533069610596, 'ee.y': 0.03039707988500595, 'ee.z': 0.02954382263123989, 'ee.wx': -0.35009869933128357, 'ee.wy': 2.4083304405212402, 'ee.wz': 0.06276141107082367, 'ee.gripper_pos': 4.521559715270996},state_joint_obs:shoulder_pan.pos=-10.76923076923077,shoulder_lift.pos=-90.41758241758242,elbow_flex.pos=94.5934065934066,wrist_flex.pos=37.75824175824176,wrist_roll.pos=1.098901098901099,gripper=9.041309431021045,joint_action={'shoulder_pan.pos': -11.746663101722952, 'shoulder_lift.pos': -64.50670676000834, 'elbow_flex.pos': 83.03968770202258, 'wrist_flex.pos': 28.844823039561, 'wrist_roll.pos': 7.667863837340553, 'gripper.pos': 4.521559715270996}
ee-action={'ee.x': 0.19662392139434814, 'ee.y': 0.030077241361141205, 'ee.z': 0.029023941606283188, 'ee.wx': -0.3933630883693695, 'ee.wy': 2.4219489097595215, 'ee.wz': 0.05207562819123268, 'ee.gripper_pos': 3.2863383293151855},state_joint_obs:shoulder_pan.pos=-10.417582417582418,shoulder_lift.pos=-89.71428571428571,elbow_flex.pos=94.5934065934066,wrist_flex.pos=39.07692307692308,wrist_roll.pos=1.2747252747252746,gripper=8.651597817614965,joint_action={'shoulder_pan.pos': -11.54929550943745, 'shoulder_lift.pos': -62.718581452745525, 'elbow_flex.pos': 82.1654844493595, 'wrist_flex.pos': 31.081632177030734, 'wrist_roll.pos': 9.569451206841853, 'gripper.pos': 3.2863383293151855}
ee-action={'ee.x': 0.1952398419380188, 'ee.y': 0.029244692996144295, 'ee.z': 0.02715744450688362, 'ee.wx': -0.3901757597923279, 'ee.wy': 2.419909954071045, 'ee.wz': 0.041973721235990524, 'ee.gripper_pos': 2.8023557662963867},state_joint_obs:shoulder_pan.pos=-11.472527472527473,shoulder_lift.pos=-64.57142857142857,elbow_flex.pos=85.62637362637362,wrist_flex.pos=29.846153846153847,wrist_roll.pos=7.252747252747253,gripper=4.910366328916601,joint_action={'shoulder_pan.pos': -11.187198309330002, 'shoulder_lift.pos': -74.797054743735, 'elbow_flex.pos': 84.9810082235703, 'wrist_flex.pos': 40.22735512064129, 'wrist_roll.pos': 9.775285524696454, 'gripper.pos': 2.8023557662963867}
ee-action={'ee.x': 0.19355762004852295, 'ee.y': 0.029301568865776062, 'ee.z': 0.024559831246733665, 'ee.wx': -0.40361446142196655, 'ee.wy': 2.4189302921295166, 'ee.wz': 0.04167170450091362, 'ee.gripper_pos': 2.5734663009643555},state_joint_obs:shoulder_pan.pos=-11.384615384615385,shoulder_lift.pos=-62.81318681318681,elbow_flex.pos=85.62637362637362,wrist_flex.pos=31.076923076923077,wrist_roll.pos=9.010989010989011,gripper=3.5853468433359312,joint_action={'shoulder_pan.pos': -11.351623813306874, 'shoulder_lift.pos': -76.12867314341553, 'elbow_flex.pos': 86.48878821308827, 'wrist_flex.pos': 40.122984513541766, 'wrist_roll.pos': 10.222703233869975, 'gripper.pos': 2.5734663009643555}
ee-action={'ee.x': 0.1933591067790985, 'ee.y': 0.02960137277841568, 'ee.z': 0.02247489243745804, 'ee.wx': -0.4339595139026642, 'ee.wy': 2.4188578128814697, 'ee.wz': 0.03877374902367592, 'ee.gripper_pos': 2.5075244903564453},state_joint_obs:shoulder_pan.pos=-11.384615384615385,shoulder_lift.pos=-74.85714285714286,elbow_flex.pos=86.76923076923077,wrist_flex.pos=40.043956043956044,wrist_roll.pos=9.626373626373626,gripper=2.9618082618862043,joint_action={'shoulder_pan.pos': -11.585403242758387, 'shoulder_lift.pos': -75.03786989493204, 'elbow_flex.pos': 86.93107266630369, 'wrist_flex.pos': 38.616606743030474, 'wrist_roll.pos': 11.584000409288702, 'gripper.pos': 2.5075244903564453}
ee-action={'ee.x': 0.19258348643779755, 'ee.y': 0.03020690754055977, 'ee.z': 0.0224123727530241, 'ee.wx': -0.49163538217544556, 'ee.wy': 2.417006015777588, 'ee.wz': 0.021690618246793747, 'ee.gripper_pos': 2.755486488342285},state_joint_obs:shoulder_pan.pos=-11.384615384615385,shoulder_lift.pos=-75.47252747252747,elbow_flex.pos=87.20879120879121,wrist_flex.pos=40.13186813186813,wrist_roll.pos=9.714285714285714,gripper=2.8059236165237724,joint_action={'shoulder_pan.pos': -11.959127780513736, 'shoulder_lift.pos': -73.65933328267658, 'elbow_flex.pos': 85.96309829847867, 'wrist_flex.pos': 38.98347530672551, 'wrist_roll.pos': 13.630078559325394, 'gripper.pos': 2.755486488342285}
ee-action={'ee.x': 0.19303207099437714, 'ee.y': 0.029851481318473816, 'ee.z': 0.02546003647148609, 'ee.wx': -0.5108840465545654, 'ee.wy': 2.4442076683044434, 'ee.wz': 0.019104551523923874, 'ee.gripper_pos': 2.9132041931152344},state_joint_obs:shoulder_pan.pos=-11.384615384615385,shoulder_lift.pos=-74.94505494505495,elbow_flex.pos=87.56043956043956,wrist_flex.pos=39.42857142857143,wrist_roll.pos=11.296703296703297,gripper=2.8059236165237724,joint_action={'shoulder_pan.pos': -11.874992415522163, 'shoulder_lift.pos': -68.61596928789018, 'elbow_flex.pos': 82.26540779716856, 'wrist_flex.pos': 39.48233791928964, 'wrist_roll.pos': 14.470715809105691, 'gripper.pos': 2.9132041931152344}
ee-action={'ee.x': 0.19281119108200073, 'ee.y': 0.030296016484498978, 'ee.z': 0.02880743518471718, 'ee.wx': -0.5507875680923462, 'ee.wy': 2.4415202140808105, 'ee.wz': 0.004282526671886444, 'ee.gripper_pos': 2.890596389770508},state_joint_obs:shoulder_pan.pos=-11.736263736263735,shoulder_lift.pos=-73.8021978021978,elbow_flex.pos=87.56043956043956,wrist_flex.pos=39.34065934065934,wrist_roll.pos=13.23076923076923,gripper=2.8059236165237724,joint_action={'shoulder_pan.pos': -12.078531611833757, 'shoulder_lift.pos': -69.26117398152188, 'elbow_flex.pos': 80.6887557804308, 'wrist_flex.pos': 41.96374009764345, 'wrist_roll.pos': 15.967775180946006, 'gripper.pos': 2.890596389770508}
ee-action={'ee.x': 0.19230392575263977, 'ee.y': 0.030075058341026306, 'ee.z': 0.029979169368743896, 'ee.wx': -0.6119483709335327, 'ee.wy': 2.4361023902893066, 'ee.wz': -0.013890281319618225, 'ee.gripper_pos': 2.557588577270508},state_joint_obs:shoulder_pan.pos=-11.736263736263735,shoulder_lift.pos=-68.79120879120879,elbow_flex.pos=85.62637362637362,wrist_flex.pos=39.604395604395606,wrist_roll.pos=14.021978021978022,gripper=2.8059236165237724,joint_action={'shoulder_pan.pos': -12.15560567014909, 'shoulder_lift.pos': -70.54615203500182, 'elbow_flex.pos': 80.02214708282669, 'wrist_flex.pos': 44.40978014172767, 'wrist_roll.pos': 18.75620031107136, 'gripper.pos': 2.557588577270508}
ee-action={'ee.x': 0.19243541359901428, 'ee.y': 0.029610030353069305, 'ee.z': 0.0318152979016304, 'ee.wx': -0.6712766289710999, 'ee.wy': 2.439013957977295, 'ee.wz': -0.03157168626785278, 'ee.gripper_pos': 2.1182737350463867},state_joint_obs:shoulder_pan.pos=-11.736263736263735,shoulder_lift.pos=-68.79120879120879,elbow_flex.pos=85.62637362637362,wrist_flex.pos=41.8021978021978,wrist_roll.pos=15.692307692307692,gripper=2.8059236165237724,joint_action={'shoulder_pan.pos': -12.099160630622745, 'shoulder_lift.pos': -68.76069742170195, 'elbow_flex.pos': 78.01275402762619, 'wrist_flex.pos': 45.64263982640185, 'wrist_roll.pos': 21.389680316347107, 'gripper.pos': 2.1182737350463867}
ee-action={'ee.x': 0.1921415776014328, 'ee.y': 0.029676135629415512, 'ee.z': 0.03356306254863739, 'ee.wx': -0.7025415301322937, 'ee.wy': 2.411234140396118, 'ee.wz': -0.04497028514742851, 'ee.gripper_pos': 1.8401908874511719},state_joint_obs:shoulder_pan.pos=-11.736263736263735,shoulder_lift.pos=-69.84615384615384,elbow_flex.pos=85.62637362637362,wrist_flex.pos=44.35164835164835,wrist_roll.pos=18.32967032967033,gripper=2.5720966484801244,joint_action={'shoulder_pan.pos': -12.212762743172801, 'shoulder_lift.pos': -72.75752404921978, 'elbow_flex.pos': 78.84905592960732, 'wrist_flex.pos': 47.83783422174585, 'wrist_roll.pos': 23.087649160471177, 'gripper.pos': 1.8401908874511719}
