ee-action={'ee.x': 0.19836533069610596, 'ee.y': 0.03039707988500595, 'ee.z': 0.02954382263123989, 'ee.wx': -0.35009869933128357, 'ee.wy': 2.4083304405212402, 'ee.wz': 0.06276141107082367, 'ee.gripper_pos': 4.521559715270996},state_joint_obs:shoulder_pan.pos=-10.76923076923077,shoulder_lift.pos=-90.41758241758242,elbow_flex.pos=94.5934065934066,wrist_flex.pos=37.75824175824176,wrist_roll.pos=1.098901098901099,gripper=9.041309431021045,joint_action={'shoulder_pan.pos': -11.746663101722952, 'shoulder_lift.pos': -64.50670676000834, 'elbow_flex.pos': 83.03968770202258, 'wrist_flex.pos': 28.844823039561, 'wrist_roll.pos': 7.667863837340553, 'gripper.pos': 4.521559715270996}
ee-action={'ee.x': 0.1934993416070938, 'ee.y': 0.0291607603430748, 'ee.z': 0.0369543582201004, 'ee.wx': -0.7140504717826843, 'ee.wy': 2.4420735836029053, 'ee.wz': -0.04628031700849533, 'ee.gripper_pos': 1.4541969299316406},state_joint_obs:shoulder_pan.pos=-11.736263736263735,shoulder_lift.pos=-68.87912087912088,elbow_flex.pos=81.49450549450549,wrist_flex.pos=45.582417582417584,wrist_roll.pos=20.87912087912088,gripper=2.1823850350740455,joint_action={'shoulder_pan.pos': -11.948901504079563, 'shoulder_lift.pos': -65.54492547793208, 'elbow_flex.pos': 74.5418791165059, 'wrist_flex.pos': 46.736463914798, 'wrist_roll.pos': 23.291315840249368, 'gripper.pos': 1.4541969299316406}
ee-action={'ee.x': 0.19448763132095337, 'ee.y': 0.028405480086803436, 'ee.z': 0.03831162303686142, 'ee.wx': -0.6804078817367554, 'ee.wy': 2.454576015472412, 'ee.wz': -0.043263889849185944, 'ee.gripper_pos': 1.5270214080810547},state_joint_obs:shoulder_pan.pos=-11.912087912087912,shoulder_lift.pos=-71.6923076923077,elbow_flex.pos=81.4065934065934,wrist_flex.pos=47.604395604395606,wrist_roll.pos=22.63736263736264,gripper=1.7926734216679656,joint_action={'shoulder_pan.pos': -11.501002454327418, 'shoulder_lift.pos': -63.17309768760153, 'elbow_flex.pos': 73.43376148847823, 'wrist_flex.pos': 45.737331077726225, 'wrist_roll.pos': 22.15415148925091, 'gripper.pos': 1.5270214080810547}
ee-action={'ee.x': 0.1941584199666977, 'ee.y': 0.02796734869480133, 'ee.z': 0.039063774049282074, 'ee.wx': -0.649796187877655, 'ee.wy': 2.470017433166504, 'ee.wz': -0.03963363170623779, 'ee.gripper_pos': 1.4027633666992188},state_joint_obs:shoulder_pan.pos=-11.912087912087912,shoulder_lift.pos=-65.71428571428571,elbow_flex.pos=78.5934065934066,wrist_flex.pos=47.51648351648352,wrist_roll.pos=22.63736263736264,gripper=1.71473109898675,joint_action={'shoulder_pan.pos': -11.256015695588877, 'shoulder_lift.pos': -64.54602192642359, 'elbow_flex.pos': 72.78329316885903, 'wrist_flex.pos': 48.071494287942244, 'wrist_roll.pos': 20.95095648059905, 'gripper.pos': 1.4027633666992188}
ee-action={'ee.x': 0.19443339109420776, 'ee.y': 0.026347365230321884, 'ee.z': 0.03943517804145813, 'ee.wx': -0.6671370267868042, 'ee.wy': 2.4588370323181152, 'ee.wz': -0.0442543663084507, 'ee.gripper_pos': 1.505417823791504},state_joint_obs:shoulder_pan.pos=-11.736263736263735,shoulder_lift.pos=-63.34065934065934,elbow_flex.pos=78.5934065934066,wrist_flex.pos=46.46153846153846,wrist_roll.pos=22.285714285714285,gripper=1.71473109898675,joint_action={'shoulder_pan.pos': -10.73806174018445, 'shoulder_lift.pos': -66.38075924656613, 'elbow_flex.pos': 73.26514407664338, 'wrist_flex.pos': 49.05726642390038, 'wrist_roll.pos': 22.279706194165612, 'gripper.pos': 1.505417823791504}
ee-action={'ee.x': 0.19468426704406738, 'ee.y': 0.025849822908639908, 'ee.z': 0.04129313677549362, 'ee.wx': -0.690339982509613, 'ee.wy': 2.4812264442443848, 'ee.wz': -0.054629430174827576, 'ee.gripper_pos': 1.6413793563842773},state_joint_obs:shoulder_pan.pos=-11.296703296703297,shoulder_lift.pos=-64.3076923076923,elbow_flex.pos=78.5934065934066,wrist_flex.pos=48.13186813186813,wrist_roll.pos=21.318681318681318,gripper=1.558846453624318,joint_action={'shoulder_pan.pos': -10.534076652426952, 'shoulder_lift.pos': -63.47067762091355, 'elbow_flex.pos': 70.45666857184682, 'wrist_flex.pos': 50.17096024401641, 'wrist_roll.pos': 23.526074418691724, 'gripper.pos': 1.6413793563842773}
ee-action={'ee.x': 0.19486716389656067, 'ee.y': 0.023587889969348907, 'ee.z': 0.042435504496097565, 'ee.wx': -0.7317358255386353, 'ee.wy': 2.499574899673462, 'ee.wz': -0.06827335059642792, 'ee.gripper_pos': 1.5762062072753906},state_joint_obs:shoulder_pan.pos=-10.68131868131868,shoulder_lift.pos=-63.604395604395606,elbow_flex.pos=73.84615384615384,wrist_flex.pos=50.065934065934066,wrist_roll.pos=22.98901098901099,gripper=1.558846453624318,joint_action={'shoulder_pan.pos': -9.738978886116794, 'shoulder_lift.pos': -56.91135829528036, 'elbow_flex.pos': 63.26452917926192, 'wrist_flex.pos': 51.19830470064468, 'wrist_roll.pos': 26.536765832316004, 'gripper.pos': 1.5762062072753906}
ee-action={'ee.x': 0.19531133770942688, 'ee.y': 0.022013358771800995, 'ee.z': 0.04261355102062225, 'ee.wx': -0.7682738304138184, 'ee.wy': 2.4858012199401855, 'ee.wz': -0.08052962273359299, 'ee.gripper_pos': 1.3915748596191406},state_joint_obs:shoulder_pan.pos=-10.68131868131868,shoulder_lift.pos=-63.51648351648352,elbow_flex.pos=73.67032967032966,wrist_flex.pos=50.15384615384615,wrist_roll.pos=22.98901098901099,gripper=1.558846453624318,joint_action={'shoulder_pan.pos': -9.400739854772258, 'shoulder_lift.pos': -59.25920643540746, 'elbow_flex.pos': 68.13904536713457, 'wrist_flex.pos': 50.06604501441554, 'wrist_roll.pos': 27.570723037335004, 'gripper.pos': 1.3915748596191406}
ee-action={'ee.x': 0.195419579744339, 'ee.y': 0.02019062079489231, 'ee.z': 0.04205687716603279, 'ee.wx': -0.7551177144050598, 'ee.wy': 2.5082733631134033, 'ee.wz': -0.08730395883321762, 'ee.gripper_pos': 1.8396100997924805},state_joint_obs:shoulder_pan.pos=-9.538461538461538,shoulder_lift.pos=-57.010989010989015,elbow_flex.pos=66.72527472527473,wrist_flex.pos=51.032967032967036,wrist_roll.pos=26.153846153846153,gripper=1.558846453624318,joint_action={'shoulder_pan.pos': -8.754067021894414, 'shoulder_lift.pos': -57.6770227821556, 'elbow_flex.pos': 67.13306956177894, 'wrist_flex.pos': 50.474546168001254, 'wrist_roll.pos': 27.52913635383088, 'gripper.pos': 1.8396100997924805}
ee-action={'ee.x': 0.19651655852794647, 'ee.y': 0.019024845212697983, 'ee.z': 0.04329460859298706, 'ee.wx': -0.7811775803565979, 'ee.wy': 2.5185184478759766, 'ee.wz': -0.09568578004837036, 'ee.gripper_pos': 2.387118339538574},state_joint_obs:shoulder_pan.pos=-9.45054945054945,shoulder_lift.pos=-58.15384615384615,elbow_flex.pos=68.65934065934066,wrist_flex.pos=50.68131868131868,wrist_roll.pos=27.12087912087912,gripper=1.558846453624318,joint_action={'shoulder_pan.pos': -8.31316123674984, 'shoulder_lift.pos': -55.18824349869791, 'elbow_flex.pos': 65.19556533914579, 'wrist_flex.pos': 51.060064049705545, 'wrist_roll.pos': 28.839117627572154, 'gripper.pos': 2.387118339538574}
ee-action={'ee.x': 0.19772519171237946, 'ee.y': 0.017163323238492012, 'ee.z': 0.044661544263362885, 'ee.wx': -0.7964709997177124, 'ee.wy': 2.517983913421631, 'ee.wz': -0.09504856169223785, 'ee.gripper_pos': 2.1255369186401367},state_joint_obs:shoulder_pan.pos=-8.571428571428571,shoulder_lift.pos=-57.62637362637363,elbow_flex.pos=68.57142857142857,wrist_flex.pos=50.68131868131868,wrist_roll.pos=27.296703296703296,gripper=1.558846453624318,joint_action={'shoulder_pan.pos': -7.719291704469522, 'shoulder_lift.pos': -54.32781020632748, 'elbow_flex.pos': 64.10258607888568, 'wrist_flex.pos': 51.4322982605007, 'wrist_roll.pos': 30.150269438087932, 'gripper.pos': 2.1255369186401367}
